"","","","",[]
有限会社糸貫石油,ゆうげんがいしやいとぬきせきゆ,岐阜県本巣市三橋鶴舞71,058-323-0348,"[""ジャンル:その他ガソリンスタンド""]"
有限会社今正商店 矢ヶ野給油所,ゆうげんがいしやいましようしようてん/やがのきゆうゆしよ,岐阜県下呂市小坂町大島1791-1,0120-80-2650,"[""ジャンル:その他ガソリンスタンド""]"
有限会社竹内商店,ゆうげんがいしやたけうちしようてん,岐阜県中津川市茄子川626,0573-68-4912,"[""ジャンル:その他ガソリンスタンド""]"
有限会社広沢石油店,ゆうげんがいしやひろざわせきゆてん,岐阜県各務原市那加 西那加町5-3,058-383-1511,"[""ジャンル:その他ガソリンスタンド""]"
有限会社マゼック馬瀬川給油所,ゆうげんがいしやまぜつくまぜがわきゆうゆしよ,岐阜県下呂市馬瀬名丸28,0576-47-2235,"[""ジャンル:その他ガソリンスタンド""]"
有限会社町方石油,ゆうげんがいしやまちかたせきゆ,岐阜県高山市丹生川町町方1382,0577-78-1232,"[""ジャンル:その他ガソリンスタンド""]"
有限会社つづく石油,ゆうげんがいしやつづくせきゆ,岐阜県高山市松之木町28,0577-32-4357,"[""ジャンル:その他ガソリンスタンド""]"
有限会社山善石油店,ゆうげんがいしややまぜんせきゆてん,岐阜県土岐市鶴里町 柿野1227-1,0572-52-2111,"[""ジャンル:その他ガソリンスタンド""]"
"","","","",[]
有限会社丸宮石油店,ゆうげんがいしやまるみやせきゆてん,岐阜県関市旭ケ丘1-1-15,0575-22-7222,"[""ジャンル:その他ガソリンスタンド""]"
西日本宇佐美中部支店,にしにほんうさみちゆうぶしてん,岐阜県瑞浪市土岐町1243-6,0572-68-6170,"[""ジャンル:宇佐美""]"
山腰石油,やまこしせきゆ,岐阜県飛騨市宮川町打保798-1,0577-62-3034,"[""ジャンル:その他ガソリンスタンド""]"
ゼネラル 丹後由良SS,"",京都府宮津市由良1316-1,0772-26-0105,"[""ジャンル:ゼネラル石油(エクソン)""]"
コスモ石油 山科外環,"",京都府京都市山科区椥辻東浦町40-1,075-591-5208,"[""ジャンル:コスモ石油""]"
割田屋,わりでんや,岐阜県海津市海津町高須町1018,0584-53-0010,"[""ジャンル:酒店""]"
モービル 野田川SS,"",京都府与謝郡与謝野町上山田,0772423240,"[""ジャンル:モービル石油(エクソン)""]"
ゼネラル エクスプレス千代川SS,"",京都府亀岡市千代川町小林北ン田6,0771-22-5351,"[""ジャンル:ゼネラル石油(エクソン)""]"
エッソ 宇治西ICSS,"",京都府宇治市槙島町十一45,0774-21-5995,"[""ジャンル:エッソ石油(エクソン)""]"
ゼネラル 石原SS,"",京都府福知山市石原703-1,0773-27-5329,"[""ジャンル:ゼネラル石油(エクソン)""]"
エッソ エクスプレス舞鶴SS,"",京都府舞鶴市字上安47-17,0773751781,"[""ジャンル:エッソ石油(エクソン)""]"
エッソ ニュー園部SS,"",京都府南丹市園部町上木崎町入道31,0771-62-0125,"[""ジャンル:エッソ石油(エクソン)""]"
モービル 舞鶴港SS,"",京都府舞鶴市喜多小仲多602,0773752115,"[""ジャンル:モービル石油(エクソン)""]"
モービル 峰山SS,"",京都府京丹後市峰山町杉谷前田654,0772620880,"[""ジャンル:モービル石油(エクソン)""]"
エッソ 山科セントラルSS,"",京都府京都市山科区西野山階町30-6,075-593-8255,"[""ジャンル:エッソ石油(エクソン)""]"
エッソ 四条堀川SS,"",京都府京都市中京区錦小路通堀川西入吉野町829,075-841-0146,"[""ジャンル:エッソ石油(エクソン)""]"
エッソ 大久保バイパスSS,"",京都府城陽市寺田大林25,0774-56-5201,"[""ジャンル:エッソ石油(エクソン)""]"
エッソ EXPRESS 大山崎IC,"",京都府乙訓郡大山崎町下植野五条本10,0759562988,"[""ジャンル:エッソ石油(エクソン)""]"
モービル 西野山SS,"",京都府京都市山科区西野山射庭ノ上町67-4,075-581-0233,"[""ジャンル:モービル石油(エクソン)""]"
エッソ 木津SS,"",京都府木津川市大字木津小字奈良道70-1,07747-2-5465,"[""ジャンル:エッソ石油(エクソン)""]"
ゼネラル 網野SS,"",京都府京丹後市網野町小浜小字勝山77-2,0772-72-0480,"[""ジャンル:ゼネラル石油(エクソン)""]"
ゼネラル 東舞鶴SS,"",京都府舞鶴市字浜158,0773-62-2590,"[""ジャンル:ゼネラル石油(エクソン)""]"
コスモ石油 苗代,"",京都府京都市南区上鳥羽苗代町48,075-681-8271,"[""ジャンル:コスモ石油""]"
ゼネラル 栗田SS,"",京都府宮津市中津158,0772-25-0101,"[""ジャンル:ゼネラル石油(エクソン)""]"
エッソ 京都南インターSS,"",京都府京都市南区上鳥羽麻ノ本町22,075-661-3754,"[""ジャンル:エッソ石油(エクソン)""]"
エッソ 京都東インターチェンジSS,"",京都府京都市山科区小山中之川町3,075-592-9782,"[""ジャンル:エッソ石油(エクソン)""]"
"","","","",[]
エッソ 横大路SS,"",京都府京都市伏見区横大路貴船町70-1,075-621-8267,"[""ジャンル:エッソ石油(エクソン)""]"
モービル 下三栖SS,"",京都府京都市伏見区横大路下三栖城ノ前町22-1,075-621-4271,"[""ジャンル:モービル石油(エクソン)""]"
エッソ 八幡SS,"",京都府八幡市戸津東代25-5,05033121872,"[""ジャンル:エッソ石油(エクソン)""]"
モービル 網野SS,"",京都府京丹後市網野町網野169-2,0772720858,"[""ジャンル:モービル石油(エクソン)""]"
モービル 三野商会 本庄SS,"",京都府与謝郡伊根町本庄上1232,0772330726,"[""ジャンル:モービル石油(エクソン)""]"
エッソ 梅津SS,"",京都府京都市右京区梅津段町8,075-872-6347,"[""ジャンル:エッソ石油(エクソン)""]"
モービル 上仲石油花背SS,"",京都府京都市左京区花脊大布施町163,0757460121,"[""ジャンル:モービル石油(エクソン)""]"
エッソ シンエネ伊勢田SS,"",京都府宇治市伊勢田町中の田61,0774-44-0779,"[""ジャンル:エッソ石油(エクソン)""]"
モービル 岩滝SS (有)岩滝石油,"",京都府与謝郡与謝野町字弓木コツジガキ,0772464056,"[""ジャンル:モービル石油(エクソン)""]"
有限会社竹腰商会灯油部,ゆうげんがいしやたけこししようかいとうゆぶ,岐阜県下呂市金山町金山1880-1,0576-32-2435,"[""ジャンル:その他ガソリンスタンド""]"
エッソ 精華町SS,"",京都府相楽郡精華町大字北稲八間小字野田1-1,0774934086,"[""ジャンル:エッソ石油(エクソン)""]"
モービル 久御山SS,"",京都府久世郡久御山町東一口小字帳場76-2,075-631-3811,"[""ジャンル:モービル石油(エクソン)""]"
エナジ-ランド大宮SS,"",京都府京丹後市大宮町字河辺小字塚手尻708-1,0772680388,"[""ジャンル:エネオス(JX)""]"
エッソ エクスプレス三室戸SS,"",京都府宇治市莵道西隼上り3-18,0774381340,"[""ジャンル:エッソ石油(エクソン)""]"
エムケイ石油(株) セルフMK山科ボウル前SS,せるふMKやましなぼうるまえ,京都府京都市山科区西野楳元町113-1,0755835776,"[""ジャンル:出光興産"", ""営業時間:平日:24時間営業休日:24時間営業"", ""定休日:年中無休"", ""サービス:24時間営業セルフサービス出光カード出光キャッシュプリカBizカード""]"
和束SS,"",京都府相楽郡和束町釜塚生水19,0774782011,"[""ジャンル:エネオス(JX)""]"
モービル 阿波島産業丹後半島SS,"",京都府宮津市長江936-1,0772280028,"[""ジャンル:モービル石油(エクソン)""]"
セルフ九条SS,"",京都府京都市南区九条通西大路角,0756924461,"[""ジャンル:エネオス(JX)""]"
セルフ桂駅前SS,"",京都府京都市西京区川島野田町24-1,0753822465,"[""ジャンル:エネオス(JX)""]"
エッソ 七条七本松SS,"",京都府京都市下京区西七条ノ北東野町100,075-313-6308,"[""ジャンル:エッソ石油(エクソン)""]"
モービル 村沢石油大江町SS,"",京都府福知山市大江町河守346,0773560158,"[""ジャンル:モービル石油(エクソン)""]"
モービル 阿波島産業(有)筒川SS,"",京都府与謝郡伊根町菅野1589,0772330810,"[""ジャンル:モービル石油(エクソン)""]"
西四条SS / エムケイ石油(株),"",京都府京都市右京区西院安塚町25,075-321-1436,"[""ジャンル:出光興産"", ""ブランド:出光興産"", ""サービスタイプ:フルサービス"", ""車検サービス:あり"", ""現金価格:\r\n\t\t\t\t\tレギュラー¥-   \r\n\t\t\t\t\tハイオク¥-   \r\n\t\t\t\t\t軽油¥-   \r\n\t\t\t\t\t灯油¥-\r\n\t\t\t\t"", ""会員価格:\r\n\t\t\t\t\tレギュラー¥161   \r\n\t\t\t\t\tハイオク¥172   \r\n\t\t\t\t\t軽油¥140   \r\n\t\t\t\t"", ""注記:※表示情報は店舗側が保証するものではありません。""]"
西本願寺前SS / エムケイ石油(株),"",京都府京都市下京区八百屋町1,075-343-1350,"[""ジャンル:出光興産"", ""ブランド:出光興産"", ""サービスタイプ:フルサービス"", ""車検サービス:あり"", ""現金価格:\r\n\t\t\t\t\tレギュラー¥-   \r\n\t\t\t\t\tハイオク¥-   \r\n\t\t\t\t\t軽油¥-   \r\n\t\t\t\t\t灯油¥-\r\n\t\t\t\t"", ""会員価格:\r\n\t\t\t\t\tレギュラー¥164   \r\n\t\t\t\t\tハイオク¥174   \r\n\t\t\t\t\t軽油¥144   \r\n\t\t\t\t"", ""注記:※表示情報は店舗側が保証するものではありません。""]"
出光リテール販売(株)関西カンパニー セルフ七条SS,いでみつりてーるはんばい(かぶ)かんさいかんぱにー せるふしちじょうSS,京都府京都市下京区七条通間之町東入材木町488,075-361-9268,"[""ジャンル:出光興産"", ""営業時間:平日:24時間営業休日:24時間営業"", ""定休日:年中無休"", ""サービス:24時間営業セルフサービス出光カード出光キャッシュプリカBizカード""]"
岩倉SS / 今井石油(有),"",京都府京都市左京区岩倉中町392,0757114560,"[""ジャンル:出光興産"", ""営業時間:平日:SSにご確認ください休日:SSにご確認ください"", ""定休日:SSにご確認ください"", ""サービス:出光カード出光キャッシュプリカBizカード""]"
西京極SS / 河合石油(株),"",京都府京都市右京区西京極殿田町24,075-313-3447,"[""ジャンル:出光興産"", ""ブランド:出光興産"", ""サービスタイプ:フルサービス"", ""注記:※表示情報は店舗側が保証するものではありません。""]"
セルフ五条大橋SS / 出光リテール販売(株),"",京都府京都市下京区南橋詰町492,075-353-7380,"[""ジャンル:出光興産"", ""ブランド:出光興産"", ""営業時間:24時間営業"", ""サービスタイプ:セルフサービス"", ""現金価格:\r\n\t\t\t\t\tレギュラー¥164   \r\n\t\t\t\t\tハイオク¥175   \r\n\t\t\t\t\t軽油¥139   \r\n\t\t\t\t\t灯油¥1872\r\n\t\t\t\t"", ""会員価格:\r\n\t\t\t\t\tレギュラー¥161   \r\n\t\t\t\t\tハイオク¥172   \r\n\t\t\t\t\t軽油¥136   \r\n\t\t\t\t"", ""注記:※表示情報は店舗側が保証するものではありません。""]"
モービル 安尾峠SS,"",京都府福知山市新庄岡安12-1,0773225308,"[""ジャンル:モービル石油(エクソン)""]"
ウェルカム宇治SS,"",京都府宇治市槙島町島前1,0774235585,"[""ジャンル:エネオス(JX)""]"
"","","","",[]
出光リテール販売(株)関西カンパニー セルフ亀岡SS,かんさいあぽろ(かぶ) せるふかめおかSS,京都府亀岡市篠町王子下上牧74-1,0771295519,"[""ジャンル:出光興産"", ""営業時間:平日:24時間営業休日:24時間営業"", ""定休日:年中無休"", ""サービス:24時間営業セルフサービス出光カード出光キャッシュプリカBizカード""]"
桂SS / 河合石油(株),"",京都府京都市西京区山田車塚町5-9,075-391-1337,"[""ジャンル:出光興産"", ""ブランド:出光興産"", ""サービスタイプ:フルサービス"", ""注記:※表示情報は店舗側が保証するものではありません。""]"
セルフMK修学院南SS / エムケイ石油(株),"",京都府京都市左京区高野泉町17-1,075-705-1344,"[""ジャンル:出光興産"", ""ブランド:出光興産"", ""サービスタイプ:セルフサービス"", ""車検サービス:あり"", ""現金価格:\r\n\t\t\t\t\tレギュラー¥-   \r\n\t\t\t\t\tハイオク¥-   \r\n\t\t\t\t\t軽油¥-   \r\n\t\t\t\t\t灯油¥-\r\n\t\t\t\t"", ""会員価格:\r\n\t\t\t\t\tレギュラー¥158   \r\n\t\t\t\t\tハイオク¥168   \r\n\t\t\t\t\t軽油¥133   \r\n\t\t\t\t"", ""注記:※表示情報は店舗側が保証するものではありません。""]"
西陣SS / エムケイ石油(株),"",京都府京都市上京区富小路町455,075-431-4074,"[""ジャンル:出光興産"", ""ブランド:出光興産"", ""サービスタイプ:フルサービス"", ""車検サービス:あり"", ""現金価格:\r\n\t\t\t\t\tレギュラー¥-   \r\n\t\t\t\t\tハイオク¥-   \r\n\t\t\t\t\t軽油¥-   \r\n\t\t\t\t\t灯油¥-\r\n\t\t\t\t"", ""会員価格:\r\n\t\t\t\t\tレギュラー¥163   \r\n\t\t\t\t\tハイオク¥175   \r\n\t\t\t\t\t軽油¥144   \r\n\t\t\t\t"", ""注記:※表示情報は店舗側が保証するものではありません。""]"
西野山SS / (有)奥田石油店,"",京都府京都市山科区西野山射庭ノ上町282-1,075-581-2045,"[""ジャンル:出光興産"", ""ブランド:出光興産"", ""サービスタイプ:フルサービス"", ""注記:※表示情報は店舗側が保証するものではありません。""]"
北山SS / 西田石油(株),"",京都府京都市北区紫竹東栗栖町35-3,075-491-1388,"[""ジャンル:出光興産"", ""ブランド:出光興産"", ""サービスタイプ:フルサービス"", ""現金価格:\r\n\t\t\t\t\tレギュラー¥-   \r\n\t\t\t\t\tハイオク¥-   \r\n\t\t\t\t\t軽油¥-   \r\n\t\t\t\t\t灯油¥-\r\n\t\t\t\t"", ""会員価格:\r\n\t\t\t\t\tレギュラー¥-   \r\n\t\t\t\t\tハイオク¥181   \r\n\t\t\t\t\t軽油¥-   \r\n\t\t\t\t"", ""注記:※表示情報は店舗側が保証するものではありません。""]"
